PD,942.9824,467.3822,147.9682,379.3289,613.4767,393.3454,166.0142,388.2601
1,50734,68514,586049.03,21632,94365,89805,505179.95,18651
1,60238,68870,757843.3,23251,97260,72953,618582.35,19265
1,60434,71793,844506.4,23447,94251,78074,675289.55,20602
1,49498,68387,558183.84,23244,96490,88396,502992.53,20065
1,40452,67551,570096.78,21671,83312,73805,627586.83,20135
1,50494,70792,754735.99,25768,87420,71614,667449.02,19151
1,60978,69368,511136.64,23624,99151,91996,473189.08,19711
1,46390,69961,601435.49,15409,96153,67896,559806.71,19875
1,51676,68680,515137.59,23301,83668,73169,390495.87,20114
1,63202,71525,581206.98,25144,83597,81556,413243.18,20143
1,63431,73010,524294.06,25160,89264,79587,337956.34,19532
1,54210,71198,535900.63,23698,79025,90638,424920.58,19966
1,42201,72139,705314.61,24306,65138,60002,702351.64,17968
1,56285,69508,588205.15,23454,95440,65711,512393.78,21614
1,66906,70575,452417.37,24700,88492,76039,398697.95,19881
1,49805,67744,531696.12,24153,93396,77400,431178.06,18421
1,50617,67054,522641.71,25184,97534,92531,465860.94,21508
1,56031,69119,629086.78,25713,83908,71473,549948.63,19064
1,38573,69187,447837.42,23037,83080,71445,379500.97,18116
1,32769,63729,820145.1,21864,76071,61800,610083.19,17670
1,58583,69942,498580.05,24072,74482,63337,442713.73,18685
1,56476,70671,592840.83,23295,84573,92100,421212.79,19017
1,35918,57520,587577.54,23583,70435,65820,510030.05,18570
1,55308,72325,890307.34,23192,84604,75277,667469.65,19254
1,47149,66444,481302.57,23898,86736,72991,454998.94,18764
1,53457,69177,602492.91,24611,92622,73703,491127.3,19135
1,39508,69274,477464.59,16728,81354,66816,450198.71,18092
1,52984,67035,549280.93,22317,85113,85212,600315.16,18572
1,45986,67447,536310.37,26073,92879,83680,493971.08,18600
1,46739,69091,572814.76,26385,76790,72899,491236.64,18340
1,62068,69169,584338.33,24824,77543,72470,469843.3,20081
1,62025,71728,530214.67,24665,96800,77550,454845.54,19343
1,63367,71074,484919.25,23049,93900,88508,431722.69,19055
1,59947,72826,639844.38,25039,87138,75644,756495.56,19938
1,62673,73484,609351.3,26349,87265,76548,687822.94,20482
1,35465,69583,531046.99,22140,79690,87790,452910.73,18659
1,41668,69230,514778.85,22729,69125,90763,478101.48,17619
1,56771,73241,429657.89,24508,82477,91816,406448.7,19309
1,58578,72141,640595.13,27194,87517,94449,535100.95,18196
0,19401,72580,591059.03,23649,96476,92443,546014.52,19104
0,33331,77777,639523.64,20697,92341,78895,713019.88,18982
0,47742,74735,960202.11,22090,97857,92073,682104.64,18663
0,31207,72965,731767.4,20484,89882,92248,547509.1,17847
0,48147,70544,699614.1,19086,93576,90014,529586.71,18092
0,20836,72514,704275.04,20951,90752,69559,767687.95,16314
0,15942,74046,692488.74,20405,82961,89210,409274.41,17346
0,40651,79723,743032.54,21420,97977,81129,587938.68,19792
0,19802,71641,802265.42,20016,91634,86156,634650.3,18159
0,49601,67632,732230.49,19003,91679,89892,730113.82,15918
0,41153,71476,802444.0,19955,100434,75148,658309.08,17175
0,43220,74937,766972.13,23627,104510,94465,857406.75,19287
0,40054,77659,568330.01,22062,99435,95581,510673.0,16826
0,36869,75160,863121.86,18814,99511,91038,739728.75,19494
0,25479,68336,1087200.93,20058,93337,85485,725076.6,16772
0,40264,74663,594401.81,20974,99104,92328,552294.78,19119
0,34903,72680,657884.06,20621,102009,93273,607907.91,17739
0,31749,77094,585935.47,15550,85623,75273,530193.73,19537
0,46936,74800,935329.01,15082,93204,91483,575095.97,18291
0,44847,74229,771588.64,21103,87729,94352,600292.53,20461
0,18672,70622,659927.77,19549,95543,86021,580206.94,18618
0,33460,74373,765886.05,21794,86204,74396,569317.49,19939
0,29120,76481,655541.36,16446,101033,77560,563083.56,17461
0,50555,61172,838353.62,19415,101719,78437,582254.99,19774
0,34778,70545,710993.08,22831,86166,82374,582307.52,16973
0,41574,76796,707394.65,16614,99199,95163,559882.33,18428
0,54984,71820,699044.37,20021,98023,94073,503617.79,17398
0,45743,74240,714424.42,23594,100383,88888,625065.79,18094
0,43956,73313,736130.8,20810,98988,93025,569118.66,19125
0,37581,71880,663162.07,21732,99252,93310,733800.32,18462
0,48740,76036,813734.36,22968,99672,90113,658976.38,20172
0,28675,75409,880205.65,20219,90146,93205,812664.15,17459
0,38263,76609,719809.58,22907,110790,97698,493640.38,18561
0,53858,72096,624117.02,21950,97527,92586,591445.72,18809
0,42940,75521,664690.56,23157,100167,78855,584650.53,17764
0,33093,73839,708560.77,22399,89648,93727,623628.73,17743
0,36371,74290,612232.65,13828,87674,98463,478941.84,18310
0,40028,81176,779738.7,24196,94634,96772,492690.51,18355
0,49796,74587,554520.15,22084,98961,93493,502040.74,20527
